path[POSIX]	Subject	Experiment	Date	Time	Run	size[bytes]	checksum[md5]	url
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S27_INTEXT01_190110_1012_1_c,rfDC,meeg,ar-raw.fif	S27	INTEXT01-AR	2019-01-10	10:12	1.0	522477681	b40e48db951ac4d7aadba73c43e64a06	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S27_INTEXT01_190110_1012_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S34_INTEXT01_190327_0954_6_c,rfDC,meeg,ar-raw.fif	S34	INTEXT01-AR	2019-03-27	09:54	6.0	530811105	ce3b658ff4a3e05ca504d6af338edccf	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S34_INTEXT01_190327_0954_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S21_INTEXT01_181121_1009_7_c,rfDC,meeg,ar-raw.fif	S21	INTEXT01-AR	2018-11-21	10:09	7.0	535623841	aa30c6a433f154f34ac654a2019b9164	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S21_INTEXT01_181121_1009_7_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S03_INTEXT01_180201_0952_3_c,rfDC,meeg,ar-raw.fif	S03	INTEXT01-AR	2018-02-01	09:52	3.0	585731531	da6bf67ba6389d03c6aad93f17d58d89	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S03_INTEXT01_180201_0952_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S24_INTEXT01_181207_1008_2_c,rfDC,meeg,ar-raw.fif	S24	INTEXT01-AR	2018-12-07	10:08	2.0	527894849	c640927da030629dac7de700c1adbb5f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S24_INTEXT01_181207_1008_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S09_INTEXT01_180328_1134_1_c,rfDC,meeg,ar-raw.fif	S09	INTEXT01-AR	2018-03-28	11:34	1.0	330367879	02cf1c8da2b35d6fa15446ed3a497f39	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S09_INTEXT01_180328_1134_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S07_INTEXT01_180314_1117_2_c,rfDC,meeg,ar-raw.fif	S07	INTEXT01-AR	2018-03-14	11:17	2.0	341035435	e5c44bc00f666aeeee76040c345fde49	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S07_INTEXT01_180314_1117_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S43_INTEXT01_190517_1003_5_c,rfDC,meeg,ar-raw.fif	S43	INTEXT01-AR	2019-05-17	10:03	5.0	549674729	fd8844d9162a7a0476a64a25924a356f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S43_INTEXT01_190517_1003_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S06_INTEXT01_180313_1743_2_c,rfDC,meeg,ar-raw.fif	S06	INTEXT01-AR	2018-03-13	17:43	2.0	341984851	4e12ec5f7b9fca14dac84be8912f9834	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S06_INTEXT01_180313_1743_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S14_INTEXT01_181017_1006_1_c,rfDC,meeg,ar-raw.fif	S14	INTEXT01-AR	2018-10-17	10:06	1.0	530465513	957fb9e8a2696d03fe0e4558a65246e2	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S14_INTEXT01_181017_1006_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S16_INTEXT01_181023_1355_8_c,rfDC,meeg,ar-raw.fif	S16	INTEXT01-AR	2018-10-23	13:55	8.0	538767733	199e03b72a5735cb6c4614b16fd04d41	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S16_INTEXT01_181023_1355_8_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S09_INTEXT01_180328_1032_6_c,rfDC,meeg,ar-raw.fif	S09	INTEXT01-AR	2018-03-28	10:32	6.0	533206673	d38b30c3c5547d13db39c93b4249bdd8	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S09_INTEXT01_180328_1032_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S29_INTEXT01_190122_1450_2_c,rfDC,meeg,ar-raw.fif	S29	INTEXT01-AR	2019-01-22	14:50	2.0	348299147	61db47a7895aa39d62fd8e4af4c6cfaa	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S29_INTEXT01_190122_1450_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S04_INTEXT01_180226_1013_3_c,rfDC,meeg,ar-raw.fif	S04	INTEXT01-AR	2018-02-26	10:13	3.0	536313297	d90a8b2b15f566d7a43eb20bc83ae1a7	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S04_INTEXT01_180226_1013_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S29_INTEXT01_190122_1343_4_c,rfDC,meeg,ar-raw.fif	S29	INTEXT01-AR	2019-01-22	13:43	4.0	532524173	44b0119db7003388c6962adda2a62123	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S29_INTEXT01_190122_1343_4_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S34_INTEXT01_190327_0954_5_c,rfDC,meeg,ar-raw.fif	S34	INTEXT01-AR	2019-03-27	09:54	5.0	533355677	6745930bf3e21cd9865ab7600dc71f9d	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S34_INTEXT01_190327_0954_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S23_INTEXT01_181127_1002_6_c,rfDC,meeg,ar-raw.fif	S23	INTEXT01-AR	2018-11-27	10:02	6.0	529223857	ebfd958cf199963f829e29607cab7e46	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S23_INTEXT01_181127_1002_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S09_INTEXT01_180328_1032_3_c,rfDC,meeg,ar-raw.fif	S09	INTEXT01-AR	2018-03-28	10:32	3.0	549057709	91411704c1c61359f0815d53ad6fd9cb	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S09_INTEXT01_180328_1032_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S05_INTEXT01_180305_1014_7_c,rfDC,meeg,ar-raw.fif	S05	INTEXT01-AR	2018-03-05	10:14	7.0	546013625	5aff50e19ca64cc42ef501c18bfe51a3	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S05_INTEXT01_180305_1014_7_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S34_INTEXT01_190327_0954_2_c,rfDC,meeg,ar-raw.fif	S34	INTEXT01-AR	2019-03-27	09:54	2.0	534906809	1498555ec5b6e680f99444635c6d8b0d	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S34_INTEXT01_190327_0954_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S01_INTEXT01_180118_0953_5_c,rfDC,meeg,ar-raw.fif	S01	INTEXT01-AR	2018-01-18	09:53	5.0	533315161	31b14cc62bee3c6d4c7881b04e6c0533	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S01_INTEXT01_180118_0953_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S32_INTEXT01_190227_1109_1_c,rfDC,meeg,ar-raw.fif	S32	INTEXT01-AR	2019-02-27	11:09	1.0	349859435	d2471ad4588158c2e26d412946454264	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S32_INTEXT01_190227_1109_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S38_INTEXT01_190412_1001_3_c,rfDC,meeg,ar-raw.fif	S38	INTEXT01-AR	2019-04-12	10:01	3.0	526663469	202690016338ef7440fa8619ad69d455	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S38_INTEXT01_190412_1001_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S08_INTEXT01_180321_1104_1_c,rfDC,meeg,ar-raw.fif	S08	INTEXT01-AR	2018-03-21	11:04	1.0	336536375	de985c9e685675551cf6c4de9736b444	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S08_INTEXT01_180321_1104_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S16_INTEXT01_181023_1355_5_c,rfDC,meeg,ar-raw.fif	S16	INTEXT01-AR	2018-10-23	13:55	5.0	526238037	189f276130bbb2d6fbd103f765e4a941	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S16_INTEXT01_181023_1355_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S04_INTEXT01_180226_1118_1_c,rfDC,meeg,ar-raw.fif	S04	INTEXT01-AR	2018-02-26	11:18	1.0	303352099	499e6df22ac845bd8850be963b1e64c8	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S04_INTEXT01_180226_1118_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S04_INTEXT01_180226_1013_1_c,rfDC,meeg,ar-raw.fif	S04	INTEXT01-AR	2018-02-26	10:13	1.0	533680697	c8905581634ae2bb31c576c3debc46c3	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S04_INTEXT01_180226_1013_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S09_INTEXT01_180328_1032_2_c,rfDC,meeg,ar-raw.fif	S09	INTEXT01-AR	2018-03-28	10:32	2.0	531821881	7ea5f84ac0f6f5e917f316e4634755a7	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S09_INTEXT01_180328_1032_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S08_INTEXT01_180321_0952_5_c,rfDC,meeg,ar-raw.fif	S08	INTEXT01-AR	2018-03-21	09:52	5.0	536394833	d42bb8e4eb0cb5894aa81e0bf3f5d812	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S08_INTEXT01_180321_0952_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S28_INTEXT01_190121_1150_2_c,rfDC,meeg,ar-raw.fif	S28	INTEXT01-AR	2019-01-21	11:50	2.0	353429607	42f5ea590a115c51e5fbe869cece3d8e	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S28_INTEXT01_190121_1150_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S17_INTEXT01_181024_0958_4_c,rfDC,meeg,ar-raw.fif	S17	INTEXT01-AR	2018-10-24	09:58	4.0	533142757	fac63fbf7b78d711cec1e13a6d546994	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S17_INTEXT01_181024_0958_4_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S02_INTEXT01_180123_1013_6_c,rfDC,meeg,ar-raw.fif	S02	INTEXT01-AR	2018-01-23	10:13	6.0	532513377	29d56d4b0ec0e8a41459705008ecabe9	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S02_INTEXT01_180123_1013_6_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S42_INTEXT01_190521_1416_4_c,rfDC,meeg,ar-raw.fif	S42	INTEXT01-AR	2019-05-21	14:16	4.0	525756785	59829c964eed799088b42ec2f34466de	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S42_INTEXT01_190521_1416_4_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S25_INTEXT01_190103_1010_3_c,rfDC,meeg,ar-raw.fif	S25	INTEXT01-AR	2019-01-03	10:10	3.0	542354469	ca1fe58055cd5f01ad05ca962ccd01c6	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S25_INTEXT01_190103_1010_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S36_INTEXT01_190403_1057_1_c,rfDC,meeg,ar-raw.fif	S36	INTEXT01-AR	2019-04-03	10:57	1.0	344217915	f4ad63d1db6abbcf002053af5ed6d27f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S36_INTEXT01_190403_1057_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S24_INTEXT01_181207_1114_2_c,rfDC,meeg,ar-raw.fif	S24	INTEXT01-AR	2018-12-07	11:14	2.0	353796323	16368ee4712f9e7a152c8e5f7a01c612	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S24_INTEXT01_181207_1114_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S21_INTEXT01_181121_1009_3_c,rfDC,meeg,ar-raw.fif	S21	INTEXT01-AR	2018-11-21	10:09	3.0	538940129	cbf51e667915da9b6724cea8e941b752	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S21_INTEXT01_181121_1009_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S18_INTEXT01_181113_1002_3_c,rfDC,meeg,ar-raw.fif	S18	INTEXT01-AR	2018-11-13	10:02	3.0	526869745	3ab1cc87f7bc37f1c0f28a079a6395c5	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S18_INTEXT01_181113_1002_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S19_INTEXT01_181114_1015_3_c,rfDC,meeg,ar-raw.fif	S19	INTEXT01-AR	2018-11-14	10:15	3.0	536472729	321a4531b305af264ba8b673db6f1f8d	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S19_INTEXT01_181114_1015_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S31_INTEXT01_190212_1334_1_c,rfDC,meeg,ar-raw.fif	S31	INTEXT01-AR	2019-02-12	13:34	1.0	529414613	250a0a5d44c77b003add2f6026e0132f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S31_INTEXT01_190212_1334_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S04_INTEXT01_180226_1118_2_c,rfDC,meeg,ar-raw.fif	S04	INTEXT01-AR	2018-02-26	11:18	2.0	344069227	370cfad3cc491a995582b7b7182cdf25	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S04_INTEXT01_180226_1118_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S10_INTEXT01_180329_1020_1_c,rfDC,meeg,ar-raw.fif	S10	INTEXT01-AR	2018-03-29	10:20	1.0	526383977	3542b0dedddd2d74727e29bd9e6394fa	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S10_INTEXT01_180329_1020_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S23_INTEXT01_181127_1002_2_c,rfDC,meeg,ar-raw.fif	S23	INTEXT01-AR	2018-11-27	10:02	2.0	526684213	d92783e6068659cf5e8bd7dae3a5f578	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S23_INTEXT01_181127_1002_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S41_INTEXT01_190508_1355_3_c,rfDC,meeg,ar-raw.fif	S41	INTEXT01-AR	2019-05-08	13:55	3.0	519845581	5edb63aa5227fdc08067985cad6e48b5	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S41_INTEXT01_190508_1355_3_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S14_INTEXT01_181017_1006_5_c,rfDC,meeg,ar-raw.fif	S14	INTEXT01-AR	2018-10-17	10:06	5.0	516497913	f3b0fd001f2100c856f34bc26adc9bd0	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S14_INTEXT01_181017_1006_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S02_INTEXT01_180123_1134_2_c,rfDC,meeg,ar-raw.fif	S02	INTEXT01-AR	2018-01-23	11:34	2.0	334121075	de60ac3fbee43dea14cc8c82b3340b06	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S02_INTEXT01_180123_1134_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S04_INTEXT01_180226_1013_5_c,rfDC,meeg,ar-raw.fif	S04	INTEXT01-AR	2018-02-26	10:13	5.0	533864409	8c9cf9718636dbf81fa9559cad59091f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S04_INTEXT01_180226_1013_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S42_INTEXT01_190521_1522_2_c,rfDC,meeg,ar-raw.fif	S42	INTEXT01-AR	2019-05-21	15:22	2.0	346153567	dfc8442762bde45c62135cfafba8433c	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S42_INTEXT01_190521_1522_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S29_INTEXT01_190122_1343_1_c,rfDC,meeg,ar-raw.fif	S29	INTEXT01-AR	2019-01-22	13:43	1.0	513812585	6898f1f89d9f522e00d986e7ce64b8dc	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S29_INTEXT01_190122_1343_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S08_INTEXT01_180321_0952_4_c,rfDC,meeg,ar-raw.fif	S08	INTEXT01-AR	2018-03-21	09:52	4.0	528848293	c3028c4c3b9ab68716059dca551ae3d1	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S08_INTEXT01_180321_0952_4_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S03_INTEXT01_180201_1117_2_c,rfDC,meeg,ar-raw.fif	S03	INTEXT01-AR	2018-02-01	11:17	2.0	350284855	530feae734af2139146dd1fb90fe5d5f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S03_INTEXT01_180201_1117_2_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S40_INTEXT01_190507_1411_5_c,rfDC,meeg,ar-raw.fif	S40	INTEXT01-AR	2019-05-07	14:11	5.0	545263749	6f5eba5bc3df7ce415b764e0c881557f	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S40_INTEXT01_190507_1411_5_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S43_INTEXT01_190517_1111_1_c,rfDC,meeg,ar-raw.fif	S43	INTEXT01-AR	2019-05-17	11:11	1.0	344310859	eb234ece8ee0d78c503f17eae9cad596	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S43_INTEXT01_190517_1111_1_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S28_INTEXT01_190121_1030_4_c,rfDC,meeg,ar-raw.fif	S28	INTEXT01-AR	2019-01-21	10:30	4.0	542724765	eb8f2669c5e08fef1a1967471a121138	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S28_INTEXT01_190121_1030_4_c,rfDC,meeg,ar-raw.fif
MEG_data/INTEXT-MEG/INTEXT01/INTEXT01-AR/S14_INTEXT01_181017_1112_1_c,rfDC,meeg,ar-raw.fif	S14	INTEXT01-AR	2018-10-17	11:12	1.0	373194951	aa73182d9923aebb1ffa8082e67c4d4a	\inmfilesrv3.ime.kfa-juelich.de\KogNeuro04\ComputationalNeurology\MEG_IntExt_Catalogue\MEG_data\INTEXT-MEG\INTEXT01\INTEXT01-AR\S14_INTEXT01_181017_1112_1_c,rfDC,meeg,ar-raw.fif
